userId,result
345,"[296, 2959, 1258, 2571, 318, 1210, 608, 1208, 2762, 1089]"
346,"[296, 356, 2571, 1214, 1136, 223, 541, 111, 912, 1210]"
347,"[318, 10, 333, 500, 367, 161, 296, 594, 329, 551]"
348,"[2571, 356, 750, 1089, 47, 1732, 1198, 1214, 1258, 1206]"
349,"[318, 150, 110, 380, 454, 592, 457, 161, 1, 1196]"
350,"[1, 589, 780, 1580, 2762, 1196, 593, 1198, 590, 165]"
351,"[1196, 1210, 318, 2028, 780, 2329, 1270, 260, 1580, 1089]"
352,"[858, 47, 48516, 1210, 1221, 4963, 5989, 293, 7361, 110]"
353,"[356, 480, 150, 589, 357, 32, 344, 1136, 500, 1196]"
354,"[5618, 6874, 6539, 4886, 2858, 1136, 58559, 293, 1206, 364]"
355,"[1196, 1270, 480, 1097, 2571, 2959, 110, 2115, 1200, 356]"
356,"[858, 318, 1193, 1, 150, 7361, 6539, 296, 6377, 6874]"
357,"[1196, 4226, 1380, 2571, 1517, 5952, 3996, 8874, 648, 588]"
358,"[296, 2959, 356, 4993, 3793, 68954, 4306, 7153, 5952, 69122]"
359,"[2028, 110, 6539, 296, 2762, 4886, 2571, 2959, 3578, 318]"
360,"[1265, 2571, 2762, 296, 1210, 1222, 2858, 1527, 1089, 1198]"
361,"[1196, 2571, 4306, 1270, 7153, 293, 98809, 364, 33493, 4886]"
362,"[1210, 1198, 32, 1291, 1247, 541, 1274, 1240, 1270, 1127]"
363,"[47, 356, 4027, 778, 608, 1136, 2959, 2997, 3897, 318]"
364,"[648, 653, 1073, 318, 380, 480, 1580, 2571, 47, 1198]"
365,"[2571, 1210, 35836, 7438, 110, 8665, 1198, 2028, 2959, 1270]"
366,"[2571, 2959, 2329, 593, 2028, 1196, 3578, 260, 4011, 1682]"
367,"[1213, 588, 2858, 1210, 595, 480, 296, 1089, 1035, 364]"
368,"[1265, 296, 2918, 1517, 457, 541, 1101, 1196, 1270, 1704]"
369,"[1196, 1210, 2997, 356, 2858, 296, 1291, 4886, 1197, 1198]"
370,"[356, 2028, 527, 50, 1036, 1968, 1079, 858, 1527, 364]"
371,"[5618, 296, 1214, 4878, 32, 1270, 1198, 1210, 260, 8874]"
372,"[1210, 2571, 2959, 2858, 1968, 2918, 778, 3897, 4226, 480]"
373,"[541, 2959, 1089, 47, 904, 1240, 1036, 1198, 608, 4226]"
374,"[589, 364, 1210, 6539, 4306, 1527, 3052, 5218, 733, 4886]"
375,"[858, 2959, 778, 1196, 296, 1073, 1210, 4993, 2115, 110]"
376,"[318, 5349, 296, 364, 597, 4886, 1, 593, 2959, 377]"
377,"[4993, 589, 1210, 1196, 260, 480, 1198, 1387, 2571, 47]"
378,"[3578, 1198, 1036, 260, 1270, 1196, 356, 1210, 1291, 5418]"
379,"[593, 454, 595, 110, 588, 368, 474, 11, 648, 357]"
380,"[1196, 7153, 8641, 5349, 778, 3949, 1704, 2571, 2502, 1206]"
381,"[296, 6942, 40815, 3578, 357, 590, 2, 527, 3751, 1682]"
382,"[1270, 1213, 4979, 4878, 1097, 1210, 1206, 608, 1089, 32]"
383,"[858, 318, 1210, 110, 1, 2762, 2918, 480, 2959, 919]"
384,"[1136, 2028, 593, 32, 1682, 4226, 858, 3578, 1210, 2858]"
385,"[1197, 2959, 2858, 1732, 1580, 2571, 2716, 293, 2918, 3578]"
386,"[1200, 593, 527, 260, 555, 1089, 1210, 1258, 2858, 2959]"
387,"[527, 589, 6377, 2716, 3160, 4226, 1704, 7361, 2194, 1580]"
388,"[4963, 2571, 6539, 5418, 7153, 1210, 4993, 5349, 1527, 5952]"
389,"[589, 380, 1356, 480, 110, 736, 457, 1210, 356, 165]"
390,"[356, 2762, 7153, 480, 4963, 260, 5952, 8961, 296, 364]"
391,"[318, 919, 2762, 750, 1221, 1222, 1206, 1196, 1997, 1252]"
392,"[2959, 1206, 1089, 356, 1213, 1704, 2716, 1200, 1, 2502]"
393,"[296, 260, 4993, 318, 50, 4306, 1196, 6377, 356, 2858]"
394,"[593, 318, 364, 356, 253, 47, 161, 377, 296, 587]"
395,"[589, 780, 1270, 858, 587, 2028, 1036, 2683, 1214, 1721]"
396,"[2762, 1258, 1197, 2858, 32, 1198, 2959, 1089, 296, 593]"
397,"[1208, 296, 1089, 2959, 1221, 4226, 912, 1206, 608, 858]"
398,"[318, 527, 593, 50, 3897, 4886, 2396, 47, 608, 904]"
399,"[1197, 50, 318, 58559, 3793, 364, 1258, 858, 4226, 6874]"
400,"[296, 2858, 2571, 1968, 1208, 110, 1089, 1214, 1527, 1732]"
401,"[2959, 4226, 5618, 1270, 296, 1291, 1732, 1198, 7361, 1682]"
402,"[110, 356, 318, 367, 592, 316, 588, 185, 50, 1210]"
403,"[2959, 858, 608, 1210, 356, 1258, 1208, 1196, 589, 2028]"
404,"[590, 597, 110, 595, 780, 150, 589, 344, 377, 592]"
405,"[1210, 1198, 356, 480, 589, 780, 2858, 7361, 1291, 4993]"
407,"[1210, 5418, 260, 1704, 7438, 6874, 2858, 2502, 2762, 356]"
408,"[356, 296, 593, 60069, 1580, 8874, 68954, 4011, 51255, 2959]"
409,"[1089, 356, 50, 904, 923, 1617, 541, 1204, 1240, 908]"
410,"[1136, 4306, 356, 593, 1580, 2683, 2762, 1721, 1197, 4993]"
411,"[161, 593, 595, 153, 588, 186, 527, 47, 163, 337]"
412,"[111, 1222, 1206, 1208, 1198, 541, 1247, 912, 1219, 1225]"
413,"[4226, 1258, 356, 1196, 2571, 2918, 260, 7153, 58559, 50]"
414,"[2571, 480, 1221, 919, 912, 2288, 2951, 2947, 1090, 2916]"
415,"[1196, 2959, 318, 1, 2028, 924, 1097, 1136, 1387, 1089]"
416,"[1222, 4027, 6711, 111, 858, 50, 593, 7361, 1193, 2858]"
417,"[7361, 5952, 50, 7438, 1196, 6377, 527, 1270, 260, 1136]"
418,"[2502, 1923, 589, 858, 4886, 1210, 1089, 1196, 1213, 2858]"
419,"[4993, 5952, 4226, 6874, 6377, 1210, 3996, 4963, 7438, 5989]"
420,"[1196, 3578, 4963, 8961, 593, 2762, 5952, 50, 1682, 6377]"
421,"[296, 1210, 2858, 1196, 2571, 260, 356, 2959, 47, 1136]"
422,"[1196, 1210, 2571, 2762, 1240, 1198, 5349, 1580, 1270, 457]"
423,"[1387, 32, 260, 1240, 588, 1196, 1, 608, 780, 1210]"
424,"[6539, 356, 2291, 5816, 7153, 7361, 595, 1206, 8360, 6377]"
425,"[2571, 318, 1089, 4226, 1213, 589, 51662, 1200, 1732, 5378]"
426,"[364, 2571, 1270, 1196, 1198, 1210, 5418, 1, 4963, 6942]"
427,"[2959, 4973, 6874, 318, 1732, 8874, 1206, 4226, 1196, 2028]"
428,"[858, 593, 3994, 608, 44191, 4226, 1214, 47, 1732, 51662]"
429,"[110, 339, 592, 316, 318, 253, 593, 296, 457, 231]"
430,"[1196, 296, 1210, 1, 2028, 1197, 1198, 912, 2716, 4226]"
431,"[296, 2997, 1265, 2571, 1210, 318, 1222, 1968, 1197, 608]"
432,"[5445, 8961, 96079, 527, 8665, 1270, 150, 8798, 63113, 1214]"
433,"[356, 1208, 2571, 858, 1732, 4973, 50, 260, 589, 2858]"
434,"[50, 296, 1617, 1221, 1198, 1270, 1288, 541, 2571, 2997]"
435,"[356, 2028, 4993, 2571, 296, 1210, 1704, 33794, 527, 60069]"
436,"[110, 595, 165, 47, 296, 590, 153, 253, 150, 208]"
437,"[858, 1196, 2791, 589, 1136, 2959, 2858, 2115, 3578, 2571]"
438,"[296, 1198, 1213, 1291, 1136, 858, 1265, 5952, 1197, 50872]"
439,"[593, 1196, 296, 2762, 47, 1206, 4226, 1258, 2959, 2329]"
440,"[608, 32, 50, 1, 296, 1210, 1270, 1193, 1617, 2716]"
441,"[858, 1210, 1704, 356, 1221, 318, 5952, 50, 1732, 5445]"
442,"[2959, 296, 858, 2502, 318, 480, 1213, 1206, 50, 593]"
443,"[68954, 364, 58559, 1721, 54286, 4226, 318, 6377, 5952, 69122]"
444,"[32, 3996, 608, 1732, 1089, 4973, 778, 541, 858, 1200]"
445,"[1196, 50, 2959, 1210, 1206, 1221, 1193, 7438, 318, 858]"
446,"[110, 318, 480, 1, 161, 224, 252, 736, 1210, 552]"
447,"[50, 593, 858, 457, 47, 608, 778, 527, 21, 300]"
448,"[58559, 1214, 7153, 593, 318, 8961, 148626, 35836, 164179, 3703]"
449,"[2997, 858, 2571, 608, 296, 1270, 1653, 2115, 1, 1196]"
450,"[1210, 2571, 3578, 1, 1270, 296, 480, 1682, 1653, 1196]"
451,"[1210, 296, 1198, 47, 592, 541, 318, 858, 1136, 1213]"
452,"[6539, 4886, 5952, 7153, 1682, 318, 6377, 4993, 4306, 1704]"
453,"[2987, 1270, 500, 541, 2011, 2355, 1288, 2081, 3408, 6377]"
454,"[47, 50, 2571, 2762, 2959, 593, 1210, 1704, 7438, 4027]"
455,"[296, 47, 592, 608, 10, 165, 858, 368, 648, 7]"
456,"[457, 1210, 1580, 589, 1196, 480, 1356, 1291, 1240, 95]"
457,"[2571, 1196, 4993, 6377, 1210, 2762, 1, 296, 1036, 2115]"
458,"[318, 380, 480, 364, 150, 593, 344, 253, 34, 161]"
459,"[318, 4995, 2762, 2959, 5989, 7153, 4993, 858, 6539, 356]"
460,"[5418, 2028, 1198, 1197, 1213, 3793, 50, 6874, 608, 1704]"
461,"[296, 4027, 47, 608, 1136, 1210, 4306, 2959, 1196, 7361]"
462,"[2858, 1193, 750, 1203, 260, 1265, 593, 1304, 1230, 913]"
463,"[1210, 2571, 1196, 4993, 2858, 778, 2959, 480, 1198, 3578]"
464,"[527, 1198, 110, 3147, 50, 1270, 2115, 1682, 1580, 1089]"
465,"[1247, 296, 912, 858, 1213, 223, 1258, 1206, 903, 260]"
466,"[1210, 81834, 296, 367, 1527, 1580, 4886, 5816, 88140, 1291]"
467,"[457, 1210, 1291, 2918, 1196, 608, 2396, 1208, 480, 858]"
468,"[318, 364, 457, 356, 595, 34, 589, 593, 454, 339]"
469,"[858, 356, 908, 2019, 1208, 2918, 1252, 110, 1094, 2289]"
470,"[593, 780, 588, 161, 6, 733, 329, 317, 440, 553]"
471,"[2959, 593, 58559, 33794, 4226, 4011, 7153, 318, 4878, 109487]"
472,"[2571, 356, 296, 1704, 1213, 2959, 1210, 1196, 2858, 260]"
473,"[296, 1206, 1968, 1136, 1198, 50, 1270, 2683, 1210, 6711]"
474,"[541, 1527, 2396, 1201, 1259, 2000, 2174, 318, 594, 1721]"
475,"[8961, 356, 260, 318, 608, 296, 858, 2115, 2640, 2959]"
476,"[539, 110, 260, 780, 527, 161, 597, 648, 11, 733]"
477,"[2959, 1197, 1732, 3033, 1291, 3578, 33794, 858, 5952, 7438]"
478,"[2959, 296, 1214, 2571, 1210, 110, 1270, 3996, 32, 1213]"
479,"[2959, 2762, 608, 1036, 32, 1136, 589, 1200, 1784, 1]"
480,"[58559, 1732, 5952, 2791, 1201, 59315, 1291, 1663, 68157, 3039]"
481,"[904, 1291, 1198, 589, 1089, 858, 1, 50, 480, 1197]"
482,"[1196, 1210, 2571, 589, 1291, 1580, 480, 1270, 2628, 260]"
483,"[5349, 1198, 541, 1500, 32, 353, 4878, 4896, 223, 2700]"
484,"[1097, 1210, 1270, 260, 2716, 1198, 3793, 1196, 2115, 1265]"
485,"[364, 318, 34, 1, 377, 480, 595, 474, 500, 589]"
486,"[377, 608, 110, 380, 480, 1, 590, 364, 527, 1198]"
487,"[6377, 356, 1196, 4896, 2762, 1704, 595, 3793, 3996, 4993]"
488,"[2571, 4306, 1196, 296, 3793, 6874, 1210, 2959, 8636, 2502]"
489,"[3578, 1206, 1210, 1, 356, 1196, 50, 318, 2997, 4886]"
490,"[608, 318, 1214, 50, 1732, 48394, 2858, 541, 5618, 2997]"
491,"[2571, 8368, 7153, 68954, 1196, 58559, 1198, 77561, 858, 1270]"
492,"[1073, 780, 110, 736, 356, 318, 589, 47, 50, 296]"
493,"[1210, 356, 480, 1270, 296, 1258, 2571, 593, 2959, 47]"
494,"[318, 296, 2571, 2762, 1240, 608, 1206, 2959, 1222, 50]"
495,"[2858, 296, 1136, 1196, 1210, 593, 6377, 1213, 2987, 50872]"
496,"[6874, 593, 55820, 50, 318, 48516, 4011, 7438, 1196, 60069]"
497,"[356, 4226, 1089, 296, 2997, 912, 4034, 3897, 4878, 5989]"
498,"[593, 527, 597, 260, 589, 344, 165, 21, 32, 50]"
499,"[1196, 296, 1198, 858, 1210, 589, 4993, 2959, 4226, 2791]"
500,"[2502, 1196, 541, 858, 1136, 1198, 296, 1210, 4896, 2115]"
501,"[1, 786, 110, 318, 733, 377, 9, 349, 356, 480]"
502,"[2571, 296, 4226, 32, 2918, 1198, 1210, 4993, 2858, 1213]"
503,"[1265, 296, 1210, 912, 356, 32, 1196, 1213, 3996, 1653]"
504,"[1198, 296, 318, 1270, 589, 1265, 593, 750, 2571, 2762]"
505,"[1196, 2959, 4993, 858, 589, 1210, 7438, 296, 1089, 1200]"
506,"[1196, 1270, 296, 3578, 1210, 4226, 4973, 5952, 7438, 1214]"
507,"[296, 318, 588, 47, 377, 780, 454, 474, 32, 185]"
508,"[296, 32, 2716, 356, 1210, 260, 608, 2115, 480, 2858]"
509,"[1270, 356, 1527, 2959, 2571, 480, 4306, 1210, 318, 1036]"
510,"[1193, 2858, 2571, 260, 356, 480, 1097, 1210, 541, 1278]"
511,"[5952, 79132, 1196, 2028, 260, 50, 3578, 296, 4226, 1214]"
512,"[589, 592, 551, 1210, 16, 231, 858, 608, 2028, 235]"
513,"[1198, 1213, 2571, 1270, 1196, 1291, 912, 1193, 1265, 2028]"
514,"[1270, 50, 858, 1208, 904, 260, 457, 541, 1732, 110]"
516,"[1196, 1270, 1198, 2762, 1221, 3793, 1210, 2571, 1240, 32]"
517,"[2571, 1073, 377, 589, 2918, 2762, 1198, 1407, 58559, 69122]"
518,"[1136, 2700, 1210, 1265, 2918, 356, 2028, 2762, 2115, 2683]"
519,"[2959, 58559, 6377, 35836, 6874, 5418, 2571, 5989, 7153, 7438]"
520,"[2762, 1196, 2571, 593, 527, 1704, 3578, 58559, 2959, 1210]"
521,"[260, 1, 357, 780, 1079, 318, 296, 1265, 356, 858]"
522,"[260, 1527, 593, 4896, 2115, 2762, 1206, 51662, 1222, 4973]"
523,"[2571, 60069, 44191, 79132, 1210, 49272, 1196, 68954, 6365, 72998]"
524,"[1676, 1210, 592, 1036, 2571, 1682, 260, 2762, 1270, 296]"
525,"[260, 356, 5952, 296, 7153, 2028, 5349, 5445, 6863, 1721]"
526,"[7361, 1196, 6874, 63082, 3578, 5952, 7153, 5618, 356, 6016]"
527,"[3578, 2571, 2762, 589, 858, 3994, 1200, 1704, 318, 1240]"
528,"[318, 2959, 4993, 527, 2028, 50, 858, 7153, 5952, 2571]"
529,"[110, 1, 1210, 318, 1291, 377, 589, 858, 1198, 47]"
530,"[296, 318, 500, 50, 364, 185, 589, 595, 34, 586]"
531,"[1196, 1210, 1270, 2716, 1206, 2502, 2858, 8636, 1036, 1197]"
532,"[1196, 1240, 356, 2571, 1036, 593, 2762, 50, 47, 1079]"
533,"[3578, 2028, 589, 858, 296, 1196, 50, 4993, 260, 1210]"
534,"[318, 527, 2959, 296, 3949, 48516, 1073, 50, 733, 2396]"
535,"[1196, 2858, 1200, 1210, 1500, 50, 260, 1197, 296, 593]"
536,"[296, 110, 50, 47, 380, 293, 161, 316, 318, 555]"
537,"[2571, 5952, 356, 33794, 6365, 47, 91529, 2959, 1196, 3578]"
538,"[1136, 1097, 586, 1270, 1, 594, 1073, 1198, 596, 919]"
539,"[260, 5952, 45722, 49272, 1196, 58559, 8368, 50, 364, 5418]"
540,"[296, 318, 1198, 4226, 356, 1291, 1196, 1214, 1270, 1036]"
541,"[457, 480, 590, 292, 780, 736, 34, 21, 266, 339]"
542,"[1270, 3578, 5218, 4995, 4022, 68954, 79132, 318, 260, 3793]"
543,"[1210, 2028, 1198, 480, 260, 4306, 858, 593, 4022, 318]"
544,"[260, 1210, 786, 364, 708, 356, 480, 318, 762, 802]"
545,"[356, 1210, 260, 318, 593, 1196, 480, 2571, 590, 1197]"
546,"[50, 296, 858, 2571, 1196, 260, 318, 593, 3481, 356]"
547,"[1240, 2959, 32, 1198, 1208, 1196, 1136, 296, 1258, 2571]"
548,"[1210, 4993, 5952, 1198, 296, 1196, 1682, 2959, 318, 5418]"
549,"[296, 593, 7438, 50, 47, 778, 4993, 7361, 1089, 858]"
550,"[1198, 1210, 1291, 4993, 589, 260, 1196, 1036, 4226, 110]"
551,"[4886, 6539, 69122, 54286, 58559, 4995, 364, 1036, 4963, 8665]"
552,"[1210, 858, 1036, 1089, 1240, 1206, 589, 2918, 480, 110]"
553,"[1213, 356, 318, 2858, 4878, 6539, 904, 3793, 32587, 81845]"
554,"[260, 356, 318, 480, 1198, 593, 3114, 1704, 1, 58559]"
555,"[1136, 858, 260, 1517, 1291, 47, 2716, 1, 2115, 592]"
556,"[7153, 45722, 60069, 1198, 5349, 6874, 364, 6377, 2571, 58559]"
557,"[356, 6539, 593, 2858, 7153, 296, 293, 2959, 1136, 608]"
558,"[318, 356, 1, 1196, 2683, 1270, 1580, 1210, 2571, 7153]"
559,"[590, 595, 377, 39, 648, 497, 527, 593, 349, 858]"
560,"[2959, 2028, 858, 8961, 480, 318, 110, 1036, 586, 5989]"
561,"[1196, 1136, 4226, 2716, 1265, 3897, 260, 1527, 35836, 1201]"
562,"[4973, 2502, 3996, 608, 4226, 1225, 858, 1089, 111, 260]"
563,"[1246, 4308, 318, 4306, 6377, 4963, 5218, 593, 7153, 356]"
564,"[68954, 593, 49272, 2959, 3578, 50, 2700, 2762, 6377, 58559]"
565,"[593, 253, 110, 480, 337, 589, 16, 1, 7361, 236]"
566,"[593, 356, 595, 589, 454, 34, 440, 587, 474, 350]"
567,"[2959, 6539, 59315, 296, 318, 2918, 3114, 1080, 2716, 1136]"
568,"[1206, 1089, 1196, 1968, 318, 2959, 2997, 32, 858, 1258]"
569,"[457, 589, 480, 110, 161, 150, 648, 780, 454, 1196]"
570,"[260, 296, 5418, 4963, 1073, 6377, 480, 3949, 8961, 4995]"
571,"[296, 589, 260, 1265, 858, 1196, 608, 1213, 480, 1197]"
572,"[2571, 296, 32, 110, 50, 1213, 1028, 1097, 1198, 5349]"
573,"[5952, 1240, 296, 32, 858, 5418, 54286, 40815, 1265, 1682]"
574,"[356, 480, 595, 110, 165, 500, 589, 593, 590, 364]"
575,"[1210, 858, 1196, 356, 1097, 1197, 260, 2028, 2959, 1682]"
576,"[1198, 858, 1089, 1193, 2571, 2858, 356, 50, 2959, 1214]"
577,"[296, 2571, 50, 2858, 1610, 7153, 150, 2762, 47, 1393]"
578,"[6377, 7361, 527, 2959, 356, 4226, 1270, 56367, 4963, 5952]"
579,"[260, 588, 589, 3793, 1270, 7153, 1682, 377, 592, 380]"
580,"[4886, 3578, 593, 778, 2502, 1258, 4993, 1265, 1923, 1580]"
581,"[296, 4993, 1270, 500, 1682, 3052, 6539, 2858, 6874, 69844]"
582,"[1210, 7153, 1198, 5816, 72998, 4896, 70286, 54286, 50872, 318]"
583,"[1704, 318, 356, 4963, 1682, 58559, 7361, 51662, 2959, 48516]"
584,"[380, 356, 318, 589, 377, 185, 454, 2, 32, 586]"
585,"[48516, 50, 5989, 356, 4963, 1221, 318, 2571, 3949, 608]"
586,"[1270, 10, 4306, 8961, 2115, 6539, 49272, 356, 5218, 6377]"
587,"[919, 1968, 1580, 2959, 318, 1961, 480, 2762, 2011, 1197]"
588,"[32, 2959, 318, 858, 1968, 48516, 7361, 608, 4226, 377]"
589,"[318, 480, 440, 377, 457, 32, 34, 50, 380, 110]"
590,"[593, 1682, 1282, 1214, 4993, 2997, 589, 1704, 5952, 1225]"
591,"[1196, 4306, 2858, 4993, 5349, 480, 1270, 318, 364, 1240]"
592,"[480, 34, 1, 2, 1270, 47, 2716, 377, 1210, 1291]"
593,"[4226, 593, 296, 1258, 6016, 2028, 5995, 7361, 318, 1206]"
594,"[296, 293, 318, 165, 597, 356, 50, 260, 1196, 1270]"
595,"[858, 2571, 296, 260, 1210, 1213, 1208, 2959, 34, 1073]"
596,"[8665, 318, 48516, 1080, 1198, 260, 4993, 48774, 296, 8644]"
597,"[608, 1240, 593, 1214, 1213, 2571, 111, 527, 589, 3160]"
598,"[356, 5989, 6874, 6377, 4226, 7153, 318, 1196, 4878, 7438]"
599,"[541, 3535, 2502, 69122, 750, 2858, 1220, 4886, 3114, 3300]"
600,"[1136, 4886, 608, 1258, 1580, 48516, 4878, 58559, 111, 33794]"
601,"[3147, 356, 2571, 296, 593, 318, 58559, 1196, 1210, 778]"
602,"[110, 588, 377, 595, 253, 380, 339, 527, 1196, 434]"
603,"[318, 1252, 750, 923, 1136, 924, 1387, 50, 593, 2028]"
604,"[356, 457, 318, 527, 161, 590, 47, 589, 597, 377]"
605,"[318, 364, 6377, 8961, 3793, 4963, 2502, 5349, 48780, 8665]"
606,"[608, 2918, 919, 111, 1036, 1213, 1220, 1266, 1222, 1252]"
607,"[296, 2959, 5952, 356, 7153, 2571, 6539, 1198, 4011, 1222]"
608,"[50, 1198, 32, 2115, 2329, 1196, 541, 356, 6333, 6]"
609,"[47, 593, 364, 377, 480, 7361, 380, 17, 595, 4995]"
610,"[608, 1206, 2115, 7143, 1391, 2542, 4979, 316, 555, 1517]"
