userId,result
350,"[6377, 48516, 318, 1136, 296, 356, 1196, 1210, 8961, 4878]"
351,"[608, 110, 509, 1196, 300, 539, 34, 454, 111, 858]"
352,"[593, 1036, 2000, 919, 2115, 1242, 2194, 5060, 2081, 47]"
353,"[110, 165, 318, 10, 6, 153, 474, 590, 293, 316]"
354,"[293, 377, 1148, 10, 4878, 4886, 163, 1274, 745, 30810]"
355,"[480, 589, 110, 356, 377, 442, 296, 587, 349, 500]"
356,"[50, 318, 480, 589, 260, 47, 110, 377, 1210, 1196]"
357,"[2571, 858, 593, 260, 2028, 3114, 296, 608, 2762, 1]"
358,"[6539, 6377, 4306, 1080, 1148, 745, 3996, 31658, 6807, 48385]"
359,"[296, 608, 32, 50, 2571, 4226, 6874, 1200, 4993, 47]"
360,"[296, 110, 1196, 589, 593, 50, 260, 1198, 1291, 858]"
361,"[527, 296, 110, 377, 50, 454, 47, 318, 288, 32]"
362,"[2571, 480, 1036, 593, 1198, 1196, 1270, 1, 2918, 457]"
363,"[593, 260, 1198, 296, 1036, 1196, 2858, 2959, 47, 1240]"
364,"[1196, 1198, 1210, 1270, 1097, 2858, 4993, 589, 2571, 5952]"
365,"[260, 1197, 1136, 1097, 858, 919, 356, 608, 1196, 480]"
366,"[296, 1196, 1198, 1265, 1136, 1036, 1240, 1089, 1, 1270]"
367,"[296, 527, 32, 34, 589, 1259, 1265, 141, 508, 588]"
368,"[527, 858, 1193, 296, 541, 260, 1240, 50, 608, 1270]"
369,"[593, 608, 924, 778, 1214, 919, 1193, 1222, 1732, 1036]"
370,"[356, 377, 480, 589, 457, 588, 597, 500, 474, 780]"
371,"[260, 10, 47, 858, 1225, 1206, 1208, 1196, 1193, 1198]"
372,"[1197, 4993, 1270, 356, 296, 1198, 1265, 2918, 1089, 3578]"
373,"[296, 356, 6874, 1, 7438, 223, 3114, 1240, 6539, 344]"
374,"[1136, 608, 2028, 32, 858, 1527, 1193, 2291, 110, 1653]"
375,"[858, 50, 296, 608, 1387, 1200, 1206, 1265, 2571, 2762]"
376,"[1288, 592, 4226, 2997, 2692, 4995, 1580, 7153, 4034, 47]"
377,"[2028, 296, 1732, 1036, 2858, 1213, 7153, 50, 4993, 318]"
378,"[1198, 1197, 527, 1193, 608, 50, 1721, 2858, 1580, 296]"
379,"[858, 608, 318, 356, 62, 50, 296, 32, 590, 708]"
380,"[110, 2762, 858, 356, 1270, 1221, 608, 588, 296, 1234]"
381,"[50, 21, 380, 293, 608, 300, 223, 2858, 541, 2571]"
382,"[318, 356, 2571, 6377, 4963, 4886, 3578, 1036, 33794, 6874]"
383,"[296, 50, 318, 593, 1200, 541, 608, 1222, 858, 1220]"
384,"[1198, 2571, 541, 527, 2858, 1208, 912, 5952, 2028, 1036]"
385,"[1198, 318, 1196, 1270, 1, 356, 110, 2918, 2028, 50]"
386,"[1213, 593, 1089, 318, 1270, 1288, 2997, 1220, 1208, 750]"
387,"[1200, 56174, 2028, 54286, 1732, 89745, 61024, 593, 1258, 2858]"
388,"[296, 1089, 1222, 1214, 318, 1198, 1240, 50, 110, 589]"
389,"[377, 260, 1036, 1198, 457, 1527, 1200, 780, 589, 1196]"
390,"[1, 110, 457, 1198, 590, 1197, 1196, 1097, 1210, 1291]"
391,"[2959, 296, 47, 2571, 1136, 2858, 593, 50, 260, 4993]"
392,"[4993, 1198, 2571, 7153, 5952, 318, 1210, 1580, 527, 2858]"
393,"[356, 318, 457, 2571, 47, 589, 368, 1089, 110, 2628]"
394,"[318, 296, 150, 539, 110, 593, 50, 586, 339, 440]"
395,"[260, 1961, 1291, 1704, 1198, 858, 1270, 318, 592, 919]"
396,"[1206, 1198, 1270, 223, 1, 1196, 1208, 260, 1288, 1136]"
397,"[260, 1210, 480, 356, 1291, 858, 457, 589, 110, 296]"
398,"[1198, 318, 296, 1291, 32, 1197, 1196, 593, 47, 527]"
399,"[1136, 3114, 1288, 5349, 356, 1073, 1278, 1080, 1148, 2012]"
400,"[318, 527, 1221, 6, 50, 593, 2762, 47, 293, 4226]"
401,"[58559, 2858, 5952, 44191, 293, 3578, 318, 4993, 7153, 48780]"
402,"[1213, 1089, 1617, 1968, 32, 3175, 223, 7361, 1259, 2918]"
403,"[2997, 2502, 56367, 3175, 4995, 8961, 2918, 8528, 2542, 1073]"
404,"[2858, 318, 50, 296, 608, 2028, 2959, 1617, 1036, 593]"
405,"[588, 377, 367, 586, 1036, 2797, 500, 2396, 1278, 597]"
407,"[50, 47, 110, 593, 32, 260, 1196, 4226, 858, 1270]"
408,"[356, 480, 110, 165, 589, 500, 377, 551, 364, 231]"
409,"[2571, 541, 318, 2858, 293, 1200, 2028, 1214, 32, 1527]"
410,"[1259, 318, 2692, 223, 1206, 4878, 527, 47, 4034, 1220]"
411,"[356, 527, 589, 608, 480, 367, 1196, 1036, 260, 1210]"
412,"[260, 296, 47, 356, 1240, 480, 589, 293, 2959, 1]"
413,"[457, 590, 2791, 4995, 110, 231, 2019, 733, 904, 370]"
414,"[260, 1219, 1193, 50, 1197, 608, 1196, 1198, 912, 924]"
415,"[47, 1196, 589, 110, 4993, 5952, 260, 608, 7153, 593]"
416,"[648, 1210, 47, 260, 778, 29, 1, 593, 296, 480]"
417,"[593, 2858, 50, 1617, 296, 1221, 1213, 919, 541, 1089]"
418,"[608, 296, 50, 1394, 1193, 1089, 778, 858, 1219, 356]"
419,"[1198, 1196, 260, 1200, 2858, 1214, 5418, 32587, 1210, 2716]"
420,"[150, 377, 480, 1393, 1704, 2028, 318, 1721, 2762, 527]"
421,"[593, 150, 1210, 356, 2762, 508, 1240, 1265, 1094, 539]"
422,"[318, 8961, 34, 1625, 2001, 648, 1220, 10, 380, 1356]"
423,"[318, 2028, 1198, 4993, 1291, 7153, 5618, 1222, 1089, 7361]"
424,"[110, 364, 648, 588, 282, 50, 595, 17, 474, 2571]"
425,"[1291, 1196, 1136, 4993, 3793, 1580, 1200, 6539, 7153, 5952]"
426,"[1193, 527, 1387, 356, 1304, 2028, 1270, 111, 590, 1263]"
427,"[2959, 2571, 3578, 858, 4995, 48516, 1704, 1198, 480, 364]"
428,"[50, 318, 593, 47, 364, 296, 2858, 356, 4993, 1704]"
429,"[1198, 593, 260, 150, 858, 2028, 527, 3471, 919, 1]"
430,"[356, 47, 50, 293, 589, 527, 480, 110, 34, 357]"
431,"[356, 296, 150, 527, 318, 380, 349, 377, 339, 1]"
432,"[296, 593, 3578, 50, 231, 595, 586, 47, 2762, 2571]"
433,"[2959, 33794, 1270, 1, 296, 1197, 1036, 3793, 1089, 318]"
434,"[260, 32, 2571, 4993, 1210, 2959, 1196, 1198, 50, 356]"
435,"[296, 1210, 1196, 1198, 1240, 858, 318, 1136, 1036, 1089]"
436,"[50, 110, 36, 608, 161, 2028, 1196, 34, 736, 2021]"
437,"[1704, 3578, 293, 1136, 2716, 2918, 59315, 6874, 32587, 1080]"
438,"[1196, 1136, 1210, 1198, 1193, 1291, 1270, 2028, 1036, 1]"
439,"[95, 17, 608, 141, 6, 858, 376, 7, 805, 1356]"
440,"[260, 356, 593, 1265, 318, 527, 589, 150, 480, 1527]"
441,"[1036, 1200, 2028, 47, 457, 858, 3527, 480, 2000, 1370]"
442,"[380, 50, 260, 1198, 541, 1036, 1265, 2858, 1136, 1080]"
443,"[296, 318, 1663, 1210, 1240, 1222, 1036, 1288, 2571, 1617]"
444,"[648, 208, 780, 1198, 1, 11, 1200, 1240, 1036, 1214]"
445,"[593, 32, 6, 36, 50, 480, 150, 357, 553, 592]"
446,"[110, 296, 231, 47, 318, 50, 316, 266, 733, 367]"
447,"[2571, 1198, 318, 293, 1291, 47, 7361, 541, 1210, 2959]"
448,"[356, 50, 1214, 260, 1136, 318, 5952, 1610, 2329, 589]"
449,"[858, 2762, 50, 5952, 2858, 597, 1259, 1784, 593, 1221]"
450,"[593, 457, 296, 32, 47, 50, 150, 590, 357, 380]"
451,"[858, 1089, 356, 7361, 1221, 1193, 2395, 16, 111, 923]"
452,"[1198, 1291, 2571, 1036, 589, 1240, 110, 1197, 2028, 480]"
453,"[1222, 356, 858, 293, 527, 50, 318, 1225, 2959, 377]"
454,"[318, 356, 480, 32, 589, 608, 474, 260, 1265, 1036]"
455,"[296, 2858, 1136, 260, 1196, 5952, 608, 2959, 2571, 4993]"
456,"[356, 500, 339, 266, 208, 595, 168, 282, 110, 410]"
457,"[608, 1198, 858, 588, 364, 1193, 508, 527, 1210, 1036]"
458,"[1219, 904, 2161, 2012, 2804, 7361, 5618, 2321, 1188, 2003]"
459,"[260, 1196, 1210, 2858, 1198, 1213, 293, 1200, 1291, 648]"
460,"[47, 2762, 4226, 3408, 527, 474, 454, 5989, 3948, 39]"
461,"[1136, 750, 1208, 7361, 1193, 527, 8784, 46578, 180, 111]"
462,"[608, 318, 150, 1198, 480, 1196, 1291, 110, 805, 1097]"
463,"[1214, 260, 2571, 1196, 1210, 4993, 7153, 5952, 1291, 4226]"
464,"[260, 593, 2858, 2571, 2599, 608, 50, 1265, 858, 480]"
465,"[296, 1196, 50, 260, 1270, 1136, 318, 1265, 2762, 1580]"
466,"[1210, 1270, 1090, 1225, 150, 2571, 356, 480, 2762, 4306]"
467,"[2959, 58559, 7153, 48516, 296, 4993, 6874, 2858, 33794, 7361]"
468,"[1198, 1196, 260, 1291, 589, 1136, 4306, 2762, 1, 364]"
469,"[1704, 2028, 2571, 2762, 1580, 2329, 3578, 2716, 1393, 2858]"
470,"[858, 1197, 260, 296, 318, 1196, 50, 1265, 1270, 608]"
471,"[150, 296, 592, 50, 1270, 380, 587, 780, 736, 440]"
472,"[4993, 5952, 6539, 2571, 4226, 858, 1198, 1270, 3996, 1196]"
473,"[1089, 223, 318, 260, 1197, 1200, 1196, 1240, 1036, 2858]"
474,"[1196, 356, 1291, 1210, 2571, 296, 3578, 1197, 2959, 260]"
475,"[2959, 32, 1198, 1214, 1, 541, 480, 4993, 858, 50]"
476,"[589, 1198, 1196, 1136, 1200, 32, 1197, 1240, 2700, 260]"
477,"[4306, 4226, 4993, 3897, 4963, 2762, 1197, 50, 5952, 2959]"
478,"[2571, 260, 1197, 1210, 1198, 1270, 2918, 8961, 1265, 4886]"
479,"[296, 2028, 2571, 2959, 1732, 260, 1136, 110, 1198, 608]"
480,"[1193, 2959, 1208, 2291, 480, 1097, 4226, 1201, 2716, 593]"
481,"[1196, 527, 260, 1198, 1291, 457, 50, 356, 1208, 150]"
482,"[32, 4226, 608, 1961, 2716, 541, 1198, 1206, 527, 1210]"
483,"[2858, 593, 47, 296, 1196, 4993, 2329, 1198, 1206, 1213]"
484,"[47, 457, 527, 593, 1213, 260, 2858, 1682, 4993, 1704]"
485,"[1198, 318, 858, 150, 593, 527, 1036, 2028, 457, 110]"
486,"[16, 2959, 296, 356, 1213, 589, 1089, 6539, 68157, 1291]"
487,"[593, 50, 296, 608, 32, 110, 356, 480, 1193, 541]"
488,"[2959, 318, 50, 1200, 296, 1214, 589, 4993, 47, 2762]"
489,"[1196, 318, 1210, 1197, 2571, 1198, 527, 1270, 110, 356]"
490,"[4993, 5952, 1198, 1136, 1073, 1210, 260, 7153, 1196, 6539]"
491,"[2571, 1196, 1210, 50, 480, 1, 1200, 110, 2858, 47]"
492,"[608, 1196, 34, 2716, 2959, 1198, 588, 1240, 1210, 919]"
493,"[33794, 32587, 48516, 46578, 4011, 35836, 6874, 7438, 44191, 48774]"
494,"[110, 480, 733, 1, 500, 356, 377, 260, 587, 1097]"
495,"[356, 474, 2353, 480, 1917, 349, 377, 1291, 1580, 733]"
496,"[1089, 2959, 4226, 296, 50, 1197, 858, 1196, 2762, 260]"
497,"[1198, 527, 1240, 1213, 1097, 380, 589, 592, 1580, 2571]"
498,"[150, 474, 380, 457, 349, 1, 527, 434, 34, 508]"
499,"[2571, 50, 47, 1, 364, 593, 1196, 3578, 858, 32]"
500,"[1196, 1291, 260, 1210, 2571, 318, 608, 1036, 1213, 593]"
501,"[1291, 1193, 7361, 7153, 2918, 356, 33794, 318, 2291, 6874]"
502,"[2762, 2858, 588, 1263, 912, 592, 1196, 296, 527, 858]"
503,"[1704, 318, 1270, 593, 296, 1196, 110, 1265, 260, 356]"
504,"[593, 2571, 527, 1198, 1193, 3147, 260, 110, 4011, 2762]"
505,"[318, 165, 500, 292, 434, 454, 260, 586, 10, 780]"
506,"[457, 587, 1200, 1097, 541, 342, 1198, 1917, 509, 2353]"
507,"[110, 1, 377, 539, 339, 589, 1196, 1721, 1097, 587]"
508,"[260, 2959, 318, 4993, 7153, 110, 1196, 5952, 2571, 296]"
509,"[318, 2571, 50, 2858, 1197, 1196, 1198, 1210, 1, 150]"
510,"[296, 1208, 1213, 608, 1089, 1136, 1198, 858, 1222, 1196]"
511,"[318, 592, 593, 260, 1240, 1198, 1036, 541, 1196, 1210]"
512,"[1270, 3578, 4993, 2959, 2028, 7153, 592, 1265, 5952, 356]"
513,"[6539, 356, 1580, 2329, 527, 4226, 318, 2115, 2858, 2918]"
514,"[5418, 3578, 1036, 1198, 2959, 6539, 1213, 1270, 2571, 293]"
516,"[1198, 2028, 2987, 480, 592, 1210, 4306, 318, 1, 1291]"
517,"[260, 733, 1200, 648, 1193, 778, 593, 1210, 1206, 296]"
518,"[480, 50, 527, 589, 593, 47, 1036, 1197, 2716, 2762]"
519,"[2959, 260, 1196, 1210, 5418, 1222, 356, 4993, 5349, 7153]"
520,"[2959, 58559, 8961, 2571, 48516, 318, 527, 4886, 1270, 47]"
521,"[318, 4022, 4995, 4973, 2858, 7153, 260, 4963, 4993, 49272]"
522,"[527, 593, 318, 296, 10, 110, 161, 47, 349, 736]"
523,"[364, 593, 589, 588, 367, 47, 377, 150, 648, 2]"
524,"[356, 50, 593, 2762, 296, 253, 32, 592, 608, 364]"
525,"[296, 919, 608, 318, 527, 1219, 593, 2028, 1094, 260]"
526,"[2762, 2858, 1196, 1, 2987, 1527, 593, 1198, 527, 2174]"
527,"[150, 318, 457, 161, 10, 593, 539, 377, 368, 527]"
528,"[1748, 2997, 1036, 1240, 1213, 6, 1961, 4034, 3175, 293]"
529,"[1198, 1291, 1210, 1270, 1200, 541, 2716, 110, 1036, 2115]"
530,"[541, 318, 1193, 4993, 2028, 32, 5952, 1285, 3578, 364]"
531,"[2571, 1196, 480, 7438, 260, 1210, 1682, 4011, 1270, 6874]"
532,"[1089, 1136, 904, 2329, 1265, 4226, 5989, 4963, 858, 4011]"
533,"[318, 50, 296, 2571, 1961, 1, 260, 2683, 231, 1197]"
534,"[260, 858, 1196, 1270, 1387, 2028, 780, 1259, 1200, 1136]"
535,"[2571, 3578, 2959, 356, 260, 1196, 2762, 5418, 4963, 4306]"
536,"[1196, 50, 1198, 356, 318, 6, 593, 1291, 32, 1101]"
537,"[1196, 1270, 260, 541, 1291, 318, 1036, 2000, 480, 780]"
538,"[356, 2571, 1270, 318, 47, 589, 2858, 260, 1036, 50]"
539,"[1196, 2028, 1210, 2959, 2571, 32, 260, 356, 1198, 2858]"
540,"[47, 2028, 1198, 2959, 2571, 1136, 1196, 1222, 5952, 2762]"
541,"[296, 1213, 50, 1136, 6874, 318, 7153, 58559, 2804, 47]"
542,"[480, 858, 733, 380, 1653, 1127, 165, 1240, 6, 1197]"
543,"[2028, 1196, 1198, 110, 356, 1210, 1270, 541, 2000, 3147]"
544,"[318, 50, 32, 47, 1291, 1704, 2762, 1580, 357, 380]"
545,"[1270, 1196, 1210, 1036, 1240, 1265, 1, 733, 1198, 1197]"
546,"[593, 1196, 527, 1387, 1221, 1036, 1208, 1961, 541, 924]"
547,"[356, 457, 480, 377, 589, 588, 587, 474, 454, 780]"
548,"[318, 50, 1198, 356, 1036, 260, 296, 1196, 150, 457]"
549,"[1617, 1387, 589, 47, 1219, 1266, 2019, 356, 1283, 912]"
550,"[318, 608, 32, 541, 1136, 47, 260, 110, 1196, 1258]"
551,"[318, 165, 47, 110, 32, 356, 589, 296, 377, 316]"
552,"[733, 260, 494, 648, 1210, 62, 802, 805, 7, 832]"
553,"[260, 1265, 356, 1198, 1213, 1610, 1196, 1291, 457, 1036]"
554,"[2028, 527, 1270, 3147, 2011, 1036, 2000, 110, 480, 1265]"
555,"[858, 1617, 1213, 1247, 377, 592, 2571, 6, 1221, 1923]"
556,"[1, 1196, 62, 318, 1198, 736, 356, 1270, 110, 2716]"
557,"[593, 1198, 3578, 2329, 8961, 527, 2858, 4973, 1222, 296]"
558,"[858, 541, 1089, 1240, 2028, 2858, 1617, 1136, 1196, 2959]"
559,"[593, 1270, 2858, 2571, 1036, 260, 50, 5952, 1198, 1196]"
560,"[923, 318, 1265, 111, 356, 1221, 527, 1233, 1206, 1307]"
561,"[3578, 3114, 2858, 6, 4306, 5445, 3527, 5349, 4886, 1136]"
562,"[2571, 318, 858, 50, 593, 1214, 296, 2858, 608, 457]"
563,"[296, 1198, 260, 2571, 32, 1265, 1208, 50, 1136, 1196]"
564,"[1198, 1210, 589, 1, 1291, 32, 260, 1270, 541, 1240]"
565,"[318, 593, 260, 32, 296, 1265, 1196, 1210, 1682, 2959]"
566,"[1196, 260, 4993, 8961, 5952, 2571, 1214, 7153, 608, 1270]"
567,"[1197, 858, 1221, 588, 1080, 3114, 648, 34, 293, 474]"
568,"[32, 1073, 288, 588, 1199, 592, 1258, 6807, 923, 110]"
569,"[589, 1208, 1198, 2762, 1240, 2716, 1214, 1221, 1200, 293]"
570,"[292, 589, 153, 110, 296, 380, 590, 364, 47, 367]"
571,"[733, 110, 608, 1089, 1198, 593, 1196, 1240, 47, 1036]"
572,"[1210, 1393, 110, 1485, 1214, 858, 1196, 380, 541, 1200]"
573,"[2028, 110, 356, 1210, 1198, 7153, 480, 589, 780, 377]"
574,"[2291, 608, 778, 2716, 541, 4973, 6377, 4306, 2997, 1220]"
575,"[1259, 2054, 3147, 969, 2150, 2, 368, 1287, 2728, 1945]"
576,"[318, 260, 1270, 2571, 1, 780, 480, 589, 1196, 44191]"
577,"[356, 3578, 110, 318, 1198, 1240, 7153, 3147, 1036, 260]"
578,"[1073, 608, 1198, 1291, 1393, 1682, 5, 150, 1265, 318]"
579,"[260, 733, 50, 457, 296, 364, 480, 593, 592, 588]"
580,"[3578, 110, 589, 593, 5445, 588, 4995, 7153, 10, 1240]"
581,"[1, 260, 110, 1198, 1097, 1196, 2571, 1210, 2858, 2959]"
582,"[1196, 260, 1270, 2571, 4993, 5952, 7153, 1200, 541, 858]"
583,"[1270, 356, 1527, 733, 1, 1242, 150, 1213, 541, 2762]"
584,"[590, 2028, 919, 356, 1214, 260, 904, 1221, 1200, 1610]"
585,"[593, 318, 32, 300, 539, 288, 597, 608, 185, 454]"
586,"[50, 858, 750, 1036, 32, 1221, 2987, 8961, 1214, 2502]"
587,"[150, 339, 589, 364, 153, 165, 357, 261, 588, 208]"
588,"[2324, 2858, 527, 318, 593, 2571, 457, 1617, 296, 1291]"
589,"[318, 2571, 1198, 480, 356, 1196, 260, 50, 1291, 457]"
590,"[8665, 924, 26614, 3740, 648, 66934, 457, 1175, 2692, 1374]"
591,"[6539, 1, 364, 59369, 2716, 6377, 72998, 44191, 1214, 589]"
592,"[1198, 318, 47, 260, 356, 1270, 1136, 608, 1222, 1196]"
593,"[50, 296, 2571, 110, 1198, 318, 1136, 858, 150, 593]"
594,"[4963, 4995, 2762, 318, 4022, 3578, 356, 6539, 1213, 5418]"
595,"[1233, 1196, 2028, 110, 1291, 1610, 1198, 2000, 480, 1036]"
596,"[608, 1213, 296, 1036, 1968, 1200, 260, 1270, 2571, 50]"
597,"[260, 377, 480, 1580, 1387, 2115, 733, 1240, 34, 2916]"
598,"[1196, 260, 1200, 1210, 2028, 1036, 1097, 356, 2762, 380]"
599,"[1265, 77561, 1222, 592, 364, 1197, 1682, 377, 924, 150]"
600,"[1721, 377, 1641, 34, 474, 1407, 3481, 1777, 440, 2671]"
601,"[2571, 1136, 1197, 593, 1270, 260, 1210, 1222, 1214, 2997]"
602,"[296, 1136, 260, 593, 858, 50, 7153, 1193, 608, 1198]"
603,"[260, 2028, 2997, 1265, 2762, 2858, 2571, 1240, 356, 1617]"
604,"[318, 1089, 8874, 1270, 2858, 47, 1222, 2028, 33794, 1210]"
605,"[480, 2571, 364, 293, 1206, 541, 3793, 47, 1073, 153]"
606,"[3578, 356, 2028, 1210, 1291, 1198, 1196, 296, 1036, 4963]"
607,"[1213, 110, 1089, 223, 904, 1079, 858, 16, 1193, 1500]"
608,"[1196, 2571, 260, 1210, 1200, 3578, 1214, 318, 1265, 1036]"
609,"[1210, 260, 1, 736, 788, 141, 832, 653, 1073, 733]"
610,"[1198, 296, 5418, 48516, 32, 1527, 2858, 6711, 593, 1240]"
